PAN Card Number,Age,Occupation,Annual Income,Property Tax Paid,School Fees,Grocery Expenses,Healthcare Costs,Lifestyle Expenditure,Bank Balance,Loan Amount,Income Declared,Estimated Actual Income,Fraud Flag,Total Expenses
ABC199,53,Entrepreneur,672634,12688,28194,15918,8329,48106,129515,8180,259314,694311.9220696985,1,250930
ABC959,26,Employee,689576,13200,27089,9076,3479,27629,45281,14338,263459,595055.2439354316,1,140092
ABC343,45,Retired,755292,27589,28320,15880,9955,79283,69062,22562,346940,741181.0133380672,1,252651
ABC563,49,Entrepreneur,546518,35402,24486,16919,7692,57644,123585,7958,151549,562299.4408698827,1,273686
ABC348,43,Entrepreneur,612029,29137,15861,12659,4043,17621,12465,8122,277202,503247.1926986599,1,99908
ABC341,35,Student,297432,19225,19602,6112,3364,44116,28619,48727,169725,269986.92810403847,1,169765
ABC230,32,Retired,63629,37809,15328,6679,7515,26935,112689,23856,70586,70871.70274246758,1,230811
ABC273,21,Retired,642876,49999,7505,11380,3389,49133,26445,454,274488,722237.6655200808,1,148305
ABC748,27,Retired,727048,42846,5230,12671,4079,44964,116355,16279,246220,765366.669543219,1,242424
ABC376,49,Student,192029,23281,21970,5255,7978,30754,57285,4728,134326,201227.4024402833,1,151251
ABC833,50,Retired,335583,40968,15436,9526,9626,45775,30665,5230,297179,280122.8914045473,0,157226
ABC781,42,Student,644870,39623,24590,12023,3350,10775,110353,10021,297443,552111.6785527302,1,210735
ABC549,43,Self-Employed,321042,32480,6615,12823,4536,16045,106715,9589,149902,357535.4772573657,1,188803
ABC635,60,Self-Employed,279955,26553,12235,11398,8314,66097,95934,56158,269073,321071.86196418287,1,276689
ABC610,51,Retired,168009,40841,12903,10931,5258,55437,11805,55143,313748,188348.13888467645,0,192318
ABC100,56,Retired,504603,18687,11841,18435,5651,20105,58401,28682,269721,500915.8586222276,1,161802
ABC658,36,Entrepreneur,521499,29052,9842,19106,9733,55127,35828,18828,112190,434920.7832733547,1,177516
ABC214,45,Student,221872,22343,11390,8308,2000,75199,52446,3232,77434,186593.43668596444,1,174918
ABC541,37,Self-Employed,202408,20731,7897,16176,9836,40396,120418,43976,139584,210597.29013393572,1,259430
ABC761,21,Student,58521,27325,10203,6764,6199,23949,97994,40737,181487,47874.19997160729,0,213171
ABC559,52,Student,596043,34685,29358,9572,4513,47545,131426,31162,335982,693173.603235883,1,288261
ABC213,46,Student,707412,39116,20646,16093,5243,76791,140837,1763,357713,640714.9256119046,1,300489
ABC187,22,Self-Employed,598964,46158,12872,16420,8271,66106,57116,669,329999,639216.2661425752,1,207612
ABC646,52,Self-Employed,301736,42269,7863,19072,3782,49268,49309,29255,174000,359201.8040917417,1,200818
ABC569,55,Employee,253015,31525,13043,17915,7680,59826,55887,37355,275871,269274.4565763571,0,223231
ABC668,46,Self-Employed,736594,26828,25734,18814,5572,43476,140808,38838,131352,642496.2551114365,1,300070
ABC363,38,Self-Employed,189217,35627,5951,11382,5993,12838,139535,35773,141842,202157.83180521877,1,247099
ABC278,41,Employee,546819,43901,28529,10515,6469,71996,15528,56921,118690,528825.8390056994,1,233859
ABC341,34,Student,675861,20193,5261,19921,8869,29262,65986,27109,278313,543752.1370307803,1,176601
ABC537,21,Retired,52125,26146,17046,18634,5804,49204,19041,2884,22007,45680.8363421883,1,138759
ABC281,40,Retired,137792,17950,18418,11868,2668,23236,88408,48707,127741,153219.27140195982,1,211255
ABC135,53,Entrepreneur,457942,48317,24783,19835,2830,77977,31783,58787,376572,403853.4932566693,1,264312
ABC282,30,Employee,764205,41405,12781,17626,2802,75091,78595,55678,73862,755639.5510940776,1,283978
ABC355,22,Student,437208,19928,12997,15305,7198,56502,128734,9312,335966,444135.22694721044,1,249976
ABC527,35,Self-Employed,593568,33024,15238,13558,2878,71044,141872,25591,164489,550540.3442523149,1,303205
ABC754,29,Self-Employed,746835,35570,21715,16607,2846,54439,34551,34817,157385,818191.1689570639,1,200545
ABC280,32,Retired,244545,10233,8126,13034,4580,59389,43807,1403,214638,272100.8925771798,1,140572
ABC512,45,Self-Employed,741024,22469,14050,18087,8874,13623,31887,24913,158648,888442.7102007127,1,133903
ABC980,21,Employee,258834,28560,26730,15902,5925,12835,129661,56794,275655,222118.753991635,0,276407
ABC204,23,Entrepreneur,266114,47083,13779,15968,8006,30437,32244,34679,175876,301684.6048232318,1,182196
ABC614,48,Entrepreneur,753398,30715,20057,8266,2739,36115,33654,42060,328644,654361.4351314027,1,173606
ABC821,20,Employee,557902,27148,8194,16186,2119,61856,98829,7232,147863,542479.1291935967,1,221564
ABC130,50,Employee,432918,49922,20499,15850,8601,30617,129918,23665,129579,393309.5639818282,1,279072
ABC237,58,Self-Employed,701891,31859,16739,14970,4326,10305,114051,18258,368514,770329.1927823845,1,210508
ABC708,57,Retired,639620,15727,15995,17002,3482,46708,101360,34440,209521,569475.6610633538,1,234714
ABC637,53,Self-Employed,610058,17861,22080,12637,2951,55610,55743,46383,151452,690087.0011150831,1,213265
ABC709,49,Employee,416285,18508,13106,15904,3490,55532,94663,9565,105596,350641.5849266138,1,210768
ABC135,48,Employee,318574,49637,10175,7606,7438,36026,127262,55217,192011,272984.92069887236,1,293361
ABC461,43,Student,512747,41985,5180,9826,6156,69522,61151,51163,97957,613677.3199653114,1,244983
ABC828,40,Retired,618760,47146,16040,5096,3714,17579,149895,58583,206459,625154.6945753648,1,298053
ABC281,49,Entrepreneur,790668,25704,19261,12585,6040,14000,91177,18706,64448,711660.0750524569,1,187473
ABC326,41,Self-Employed,202423,41257,14606,8452,5841,26913,61703,11147,269220,232613.24203806996,0,169919
ABC523,37,Entrepreneur,193049,18024,26850,16218,6219,43738,39091,39802,226047,175020.71783920683,0,189942
ABC120,52,Entrepreneur,202448,28135,6643,16372,9541,50557,121768,28080,70885,174188.58154656633,1,261096
ABC428,59,Student,665815,47422,17646,9586,7583,31705,145217,16813,28903,746868.3838166463,1,275972
ABC836,33,Retired,90831,18644,22786,5108,5134,72799,79284,52995,222514,88396.5882687832,0,256750
ABC492,35,Employee,517959,47545,11331,13853,8857,20646,97018,25705,93636,457965.31155513105,1,224955
ABC768,34,Employee,234713,14173,29462,10517,4335,21379,14692,6578,121565,264169.3590559646,1,101136
ABC585,23,Entrepreneur,477226,21068,6894,13551,5859,30879,55435,34062,52334,532779.0533554909,1,167748
ABC957,38,Student,524970,26133,16444,14970,5690,48917,96173,26626,398069,523848.85629557515,1,234953
ABC780,32,Self-Employed,430045,47119,28978,7877,5657,56088,90787,21428,314341,428980.2120651906,1,257934
ABC611,38,Self-Employed,761136,31136,5438,13142,4356,41806,67004,23669,323473,684602.7804301826,1,186551
ABC249,42,Employee,275800,13943,18015,17044,5466,64966,84045,54006,28582,284791.24581282504,1,257485
ABC774,44,Student,406322,24481,17300,5299,5868,51368,42902,15319,254624,342463.5733069649,1,162537
ABC571,46,Self-Employed,766767,13909,10779,18689,9070,49951,144539,49462,296707,711235.5525610844,1,296399
ABC229,36,Entrepreneur,661328,12028,23456,11890,3480,67971,98679,14434,193294,677169.3631031315,1,231938
ABC797,55,Retired,334911,15024,11144,10893,2331,10980,61430,10339,151748,398976.76220006,1,122141
ABC939,22,Entrepreneur,296610,31962,16588,6976,2609,18638,49406,13994,204709,296534.26224480214,1,140173
ABC600,41,Retired,154890,17340,18808,11568,8250,33211,65784,9016,197749,126498.12875676707,0,163977
ABC145,42,Employee,451796,25106,29865,15271,4120,32485,80143,51467,280949,519921.85147607554,1,238457
ABC406,50,Entrepreneur,790840,42251,9536,14625,6915,35705,97084,14241,208345,701531.7881339742,1,220357
ABC582,43,Entrepreneur,678069,37895,11973,15758,4441,69873,114035,16463,156389,651670.4233961924,1,270438
ABC136,36,Retired,332564,21027,13249,13952,9979,21666,72862,42732,111655,304326.3584523282,1,195467
ABC472,28,Entrepreneur,54779,46062,6399,12702,7466,10914,66851,19766,227853,44811.77350287753,0,170160
ABC429,56,Entrepreneur,251428,37257,24009,17817,9899,32669,30995,23900,37901,208542.80002092084,1,176546
ABC486,32,Retired,708488,16878,22611,17377,4942,13193,74282,19715,398159,752679.5451905032,1,168998
ABC383,28,Student,690956,45103,24924,13805,4463,70715,120879,21390,381139,687191.539758299,1,301279
ABC806,28,Entrepreneur,320513,27685,16290,9021,5279,34672,138614,42816,63805,377022.2043826877,1,274377
ABC634,39,Retired,476818,36943,23007,9242,8842,67867,136569,48815,109731,504535.2847156802,1,331285
ABC935,27,Entrepreneur,746186,29435,8169,18358,6421,76300,117943,44643,39376,875053.4949596035,1,301269
ABC875,38,Student,603918,38540,11966,5412,8610,11469,96544,36456,193303,603478.8524591732,1,208997
ABC152,48,Student,267098,42907,21332,5765,3796,33060,137624,48428,227570,309852.15243711165,1,292912
ABC511,58,Retired,338310,17047,26424,17375,8056,15679,132022,50273,65474,311209.9063609369,1,266876
ABC419,58,Employee,95510,41197,5486,19562,3864,15897,127467,16970,53426,90152.21034303914,1,230443
ABC302,22,Student,469561,11114,18674,11172,4077,49105,116712,30962,189472,471671.04069737036,1,241816
ABC562,39,Student,56428,48483,21533,14941,6392,52947,22299,25520,62000,51853.12172878626,0,192115
ABC388,27,Self-Employed,489213,15962,18222,15971,3871,11057,64087,34832,175628,391448.0859687799,1,164002
ABC834,24,Entrepreneur,582747,36930,8990,6815,9844,13162,69403,17167,290602,587715.1040430934,1,162311
ABC283,29,Retired,520494,19554,16306,18116,7462,41413,26009,8398,229746,514679.14475322457,1,137258
ABC168,29,Self-Employed,301959,38780,17433,9421,5812,10510,122791,7131,222785,302108.41761858744,1,211878
ABC147,45,Student,618487,21063,8613,11918,9974,73088,86054,46192,26319,636253.2168337244,1,256902
ABC915,50,Entrepreneur,211737,33710,26909,7519,7617,39363,21819,41931,325841,243819.10737828788,0,178868
ABC110,28,Entrepreneur,391159,18115,16978,10342,7913,55612,15783,54558,268657,388718.07322678156,1,179301
ABC284,44,Student,369434,19093,19962,17854,8385,46811,107988,7108,185151,403010.8452799027,1,227201
ABC346,29,Retired,144136,22940,14832,10491,2371,67746,94481,19847,276531,172162.81671637393,0,232708
ABC923,55,Entrepreneur,797794,22422,15017,14935,5994,59390,104582,42706,388708,701354.9967311259,1,265046
ABC745,57,Student,383733,19274,14446,8400,8548,43382,50397,31437,222726,312673.7819148476,1,175884
ABC956,50,Student,340553,30468,15677,13391,2672,26518,62389,34094,77206,280792.618295586,1,185209
ABC822,59,Self-Employed,723201,13100,21943,10559,3579,39177,88968,47972,119818,760252.2514748655,1,225298
ABC814,29,Employee,603918,25586,27148,14819,9633,60665,30316,40984,171696,532189.3756760426,1,209151
ABC605,56,Entrepreneur,383759,21115,17753,5090,3366,32053,53961,19125,309970,325113.3450388525,1,152463
ABC461,23,Entrepreneur,336166,33254,23886,18330,3215,56333,80399,12187,362513,398107.6276228121,1,227604
ABC560,25,Employee,562092,43375,20210,19520,2790,64882,24801,31566,312849,529044.4636793855,1,207144
ABC274,43,Entrepreneur,474241,29788,28025,17617,3708,67942,63120,55580,226547,436631.00080282084,1,265780
ABC307,57,Entrepreneur,285189,17250,17993,19042,3947,77786,69831,1454,142065,309518.4192645114,1,207303
ABC873,22,Self-Employed,58795,29808,16659,5692,6423,24947,37455,28292,385974,62188.421541185686,0,149276
ABC902,36,Employee,592431,34546,13505,17928,5000,61265,134887,51629,86722,586786.2275595092,1,318760
ABC509,52,Student,123621,44966,13426,17288,5183,30383,101879,48625,101305,126427.10565501369,1,261750
ABC435,60,Employee,398922,41195,18320,5418,9410,38495,32506,27848,167557,474550.7537932696,1,173192
ABC251,36,Student,331205,14172,10855,6575,6586,25359,18144,1384,204794,355872.45920101553,1,83075
ABC596,23,Retired,112163,42786,7846,11602,2566,27059,40032,11519,108957,115502.66348682121,1,143410
ABC415,59,Entrepreneur,687250,29952,26068,7626,9225,21363,124034,41185,295894,602479.1979227555,1,259453
ABC184,56,Self-Employed,564950,21462,6709,14989,8901,52954,61394,13030,235424,567055.5693865505,1,179439
ABC399,33,Student,693559,10194,21788,18888,5866,10646,149201,942,28505,754023.6913114059,1,217525
ABC244,58,Retired,209376,37967,10169,13862,7144,71847,22704,38389,73721,171478.38052134277,1,202082
ABC855,52,Employee,754422,20102,29023,15345,2450,37636,37858,42166,317918,895337.3743501987,1,184580
ABC273,34,Entrepreneur,180888,15612,13325,14438,2672,23004,11702,20501,23072,153481.21909623427,1,101254
ABC386,55,Student,169745,46788,10276,19840,6706,12082,69910,15432,350542,161499.27764506903,0,181034
ABC341,23,Entrepreneur,299845,21722,17943,17163,6296,63195,123659,58763,222693,358379.04651894403,1,308741
ABC964,54,Self-Employed,646313,16822,20873,14910,6522,71497,27890,25196,40237,722363.392953716,1,183710
ABC945,44,Entrepreneur,93490,26078,8486,5665,3957,60911,126387,55672,234252,109418.33031977882,0,287156
ABC963,22,Entrepreneur,776401,13563,8721,14363,3849,74831,37053,30224,314028,816319.0379722042,1,182604
ABC676,37,Retired,182986,20344,17245,5242,6582,49361,35545,9496,124823,200736.63917963876,1,143815
ABC717,28,Self-Employed,398022,16307,15656,14730,5621,77072,97339,17052,156527,431391.21753638925,1,243777
ABC780,32,Entrepreneur,778994,17431,27916,9716,9472,24695,128439,39078,305737,678117.5181933494,1,256747
ABC739,35,Retired,752278,21222,13274,19988,8533,12768,106379,30735,310229,604930.2446526522,1,212899
ABC884,58,Student,567286,47927,27794,11674,7568,15872,40253,113,211453,594763.6926534318,1,151201
ABC763,28,Employee,331188,42365,27639,19992,5746,20109,74524,58620,342173,382666.3461121612,1,248995
ABC740,41,Entrepreneur,256913,11750,18527,12144,4999,33536,32839,29977,204960,227872.37341419532,1,143772
ABC180,45,Entrepreneur,273645,42952,22088,16439,4816,20791,128825,847,310052,244461.25500406232,0,236758
ABC574,39,Student,225276,43346,8647,15985,6635,38348,81231,26143,77076,203658.43418690175,1,220335
ABC445,41,Self-Employed,246228,33523,10424,17325,3309,21564,125706,11969,113979,208700.13012250222,1,223820
ABC522,60,Student,540801,26694,5487,12043,8167,64380,145942,43030,339322,560617.4577880666,1,305743
ABC358,60,Entrepreneur,282754,32598,21854,17707,9891,75003,73982,4002,204622,316224.24075675244,1,235037
ABC631,46,Self-Employed,133968,13847,11708,14031,2552,68268,119612,35002,370696,142548.34315444718,0,265020
ABC653,56,Employee,387791,26569,17312,10710,5362,77740,64711,23019,232975,318406.27369923226,1,225423
ABC446,22,Student,104243,34106,15639,6458,9745,44728,82674,12212,177926,124302.00697906839,0,205562
ABC652,25,Self-Employed,253197,47836,24924,17594,8364,34897,82050,24798,210066,269325.28397192137,1,240463
ABC127,28,Student,767505,16084,9366,15698,5757,35536,107648,57790,282754,618668.3522133667,1,247879
ABC301,47,Entrepreneur,621372,15250,23073,17072,9074,10212,43678,35581,208217,656778.761648951,1,153940
ABC501,27,Entrepreneur,545616,12769,27966,17562,2259,60407,125884,43695,42283,474405.0054138049,1,290542
ABC949,48,Self-Employed,317673,39343,22433,15411,2063,18917,83007,23099,169435,254758.49300391797,1,204273
ABC255,44,Self-Employed,252173,28380,23162,17689,4080,44844,13308,51621,270690,237312.43373132343,0,183084
ABC280,47,Entrepreneur,579345,29613,12341,17381,5386,52078,37877,20724,340006,659273.9406258023,1,175400
ABC899,24,Retired,527546,27128,8857,14999,9128,38360,58792,53700,297478,533928.515202575,1,210964
ABC640,47,Entrepreneur,548714,22309,29688,8096,6970,57140,61361,26746,22493,603242.7912518258,1,212310
ABC216,23,Entrepreneur,448320,47679,26553,13653,4656,33536,21903,20818,366886,430142.9684565128,1,168798
ABC501,21,Employee,771657,28029,7941,18438,7903,53070,89591,31353,31704,733106.6842316423,1,236325
ABC299,48,Self-Employed,65565,38955,20935,8638,4971,48489,44761,45705,368985,70049.9283498435,0,212454
ABC323,21,Retired,135575,22851,26537,17316,9972,24733,101538,5863,76446,115790.9949414012,1,208810
ABC734,28,Employee,609149,49159,6261,5345,7895,69744,23293,22545,159850,561338.79451816,1,184242
ABC161,35,Entrepreneur,429341,42581,16076,13954,9201,68559,51919,58411,50057,454388.0065390543,1,260701
ABC128,48,Retired,795765,10764,9117,18513,2697,12127,82337,49509,32421,645228.1145427168,1,185064
ABC290,58,Entrepreneur,644704,25017,25353,17232,8155,55738,26580,11709,315906,677579.8453033298,1,169784
ABC123,26,Retired,69840,31425,26129,9171,5398,43290,37227,35631,389817,55911.354784091134,0,188271
ABC682,23,Retired,61077,25942,7911,13361,6049,68117,126946,36215,303731,52417.34794281791,0,284541
ABC297,29,Student,197646,49086,9310,13059,9679,49780,75674,17558,326493,208665.0074675181,0,224146
ABC499,51,Retired,565370,27310,25659,5240,2178,13342,117840,50977,234551,524223.06837570027,1,242546
ABC178,44,Self-Employed,76577,30791,24589,13172,4339,30250,97358,6799,109238,62504.78988630922,0,207298
ABC822,48,Student,289171,17564,25373,10674,7198,31922,86056,42622,264697,271709.8300576524,1,221409
ABC291,37,Retired,81739,27241,22904,5813,6044,17610,101316,47687,194263,74556.01870341752,0,228615
ABC620,39,Self-Employed,371309,14110,29650,13271,7499,21573,115647,6161,355320,369642.1872468632,1,207911
ABC679,44,Employee,641672,32285,14028,8755,8491,36157,28172,58804,256078,703724.466346962,1,186692
ABC563,23,Retired,417677,21830,16815,9542,3916,75843,121057,19762,316476,362427.57346844283,1,268765
ABC948,44,Student,71053,43873,27020,16459,9297,60519,66884,26751,62036,76006.04158037291,1,250803
ABC200,51,Retired,787365,45362,12713,15045,6086,64478,69439,48282,399448,836547.5956801235,1,261405
ABC713,21,Retired,373621,46167,7182,16598,3149,75693,58060,1562,365623,347206.50692313694,0,208411
ABC558,27,Student,328738,28605,8869,10605,7631,27797,115183,34144,94610,391782.21290714847,1,232834
ABC374,36,Self-Employed,686904,19114,17940,13398,3410,44657,57475,44278,292166,716168.2543536671,1,200272
ABC701,53,Retired,760092,36316,7471,5289,5765,26190,112233,44726,149913,624908.8373387803,1,237990
ABC663,45,Retired,291918,41983,12551,15748,3226,57534,33524,3737,396957,269020.5877568145,0,168303
ABC452,33,Self-Employed,382698,36820,23398,16169,5683,41170,33149,40983,259474,338068.94582349405,1,197372
ABC437,25,Retired,739310,22725,15969,7844,4885,37874,99413,28451,44557,884574.151204458,1,217161
ABC130,60,Employee,111590,37314,19355,14565,8545,64747,42639,11290,329650,112381.73952438647,0,198455
ABC163,46,Retired,526635,12663,15303,8314,4636,16881,25446,47670,218753,591488.1126793612,1,130913
ABC369,51,Entrepreneur,135854,34101,5582,17320,2653,38086,127977,12470,275810,140190.8717353212,0,238189
ABC582,47,Retired,394211,13178,12340,18333,8925,44915,99495,17455,111996,433250.2562172715,1,214641
ABC443,39,Self-Employed,431976,28173,15541,6328,7997,79328,146413,5719,79524,439631.48633528413,1,289499
ABC820,37,Employee,432268,20429,28144,11828,8394,75377,115157,59577,25606,375325.6256848972,1,318906
ABC601,32,Self-Employed,309794,21951,6660,5626,9195,51208,57363,9230,240839,255755.21962499697,1,161233
ABC684,56,Student,587848,11038,8378,16419,4903,72370,69292,50232,284497,641693.3235334125,1,232632
ABC572,57,Retired,243400,38053,21453,7301,2490,76192,112963,30576,134519,276766.4725438237,1,289028
ABC505,52,Employee,80200,45680,28263,14902,2433,64456,88196,47718,119002,73775.48931412969,0,291648
ABC100,46,Student,581121,47288,29719,6200,2259,20140,52172,28121,69638,690325.626115869,1,185899
ABC862,24,Entrepreneur,57297,10161,21300,13197,3786,18056,12773,37754,364948,64033.99688009165,0,117027
ABC762,41,Entrepreneur,571473,26079,5419,12469,6499,67564,40573,35584,103496,567113.6221652031,1,194187
ABC657,27,Entrepreneur,776608,11458,20248,11994,7528,28558,39121,10266,298587,637402.7478691615,1,129173
ABC154,26,Retired,184091,44111,14329,8849,6471,22342,25798,45609,361126,197110.73760163857,0,167509
ABC986,36,Self-Employed,143827,38049,18065,7303,5983,22551,37035,29907,388251,128264.31313555749,0,158893
ABC911,28,Employee,215657,30967,27807,13460,6978,50484,142778,14658,69682,224772.9555524988,1,287132
ABC152,60,Self-Employed,223418,17812,8210,10940,5409,63041,14768,17537,304679,218638.9189103838,0,137717
ABC402,44,Entrepreneur,157553,28925,18925,19364,4443,58212,142348,53924,84058,182050.69900676858,1,326141
ABC192,37,Student,68168,39775,7238,11485,9787,47424,39223,15256,114910,81670.84578280334,0,170188
ABC498,52,Self-Employed,247272,39460,27452,14738,4348,23278,96831,4604,103645,272776.96184118715,1,210711
ABC323,48,Retired,797851,24847,21618,19761,5037,75075,135822,2568,94802,680168.971423509,1,284728
ABC936,30,Self-Employed,80674,49636,14510,14898,3303,68484,114285,37406,141615,82418.13069969231,0,302522
ABC221,21,Employee,452171,43607,25801,11096,6892,38547,92298,36855,60613,503264.9080531228,1,255096
ABC170,49,Entrepreneur,788790,45604,9883,8924,7007,64804,22982,16150,169593,907362.1430538282,1,175354
ABC837,52,Student,86314,10278,21099,16525,5758,49064,96523,56329,219082,81621.14862278909,0,255576
ABC485,45,Retired,304976,14908,18151,6630,5600,60988,73159,12477,48591,260484.57929773186,1,191913
ABC813,51,Retired,419553,23748,15823,8260,7235,35191,29341,26833,132017,418116.93330554635,1,146431
ABC588,39,Employee,452083,15972,14655,7147,8938,45429,108990,57996,285206,503536.6132243009,1,259127
ABC799,21,Student,597842,43116,15056,10795,3698,57969,110842,19127,241004,612825.2031021266,1,260603
ABC168,36,Employee,174157,12837,20510,17178,9795,57105,40748,4478,158970,173927.84396617216,1,162651
ABC187,21,Employee,464192,16091,7996,5770,7979,67900,145833,42932,61194,451286.221720837,1,294501
ABC965,55,Retired,219967,48541,22586,16931,7581,23349,25758,22860,350139,262633.60112623713,0,167606
ABC180,32,Employee,223647,39549,29335,10186,6597,26299,89298,55966,384393,220199.19713356503,0,257230
ABC675,22,Retired,786229,29913,15211,6605,2732,24259,122712,39846,272421,643273.887702191,1,241278
ABC129,24,Employee,312031,24021,24312,19288,3413,50418,99289,17076,177093,347169.39350942924,1,237817
ABC569,54,Self-Employed,128232,43616,26160,19936,6752,54194,138965,48500,380517,121699.38814870038,0,338123
ABC660,40,Employee,541707,34776,19358,5193,8591,50668,145308,32563,213918,476453.71963523596,1,296457
ABC789,48,Self-Employed,431374,42737,5362,17519,9866,76366,100510,31794,93935,478201.92319620465,1,284154
ABC717,47,Employee,331665,21632,5861,12116,4156,24451,71338,55654,332488,372370.3877695626,1,195208
ABC994,35,Retired,371653,31855,22906,15812,8994,17448,47833,25659,105236,427161.5083797131,1,170507
ABC268,25,Employee,393493,43324,19740,16978,4635,76986,43672,12637,71969,348829.27691994986,1,217972
ABC811,49,Retired,571008,37738,17882,7577,5002,26126,143062,59877,64246,536054.8209873065,1,297264
ABC515,41,Entrepreneur,610622,10152,22900,10550,5245,15096,50044,24681,32674,587180.6809094241,1,138668
ABC980,36,Self-Employed,466884,47986,26820,17856,8602,72090,129304,31003,205575,485216.30064022023,1,333661
ABC596,57,Self-Employed,662020,12141,29682,7473,8471,33699,104288,37046,342403,753244.0538253846,1,232800
ABC482,31,Retired,506602,48399,25777,10958,7437,29624,26691,31979,30294,574280.5335267157,1,180865
ABC678,37,Self-Employed,389120,48240,6204,13630,2365,33655,28571,31173,274239,407443.2775885141,1,163838
ABC813,54,Self-Employed,730350,41630,23120,18667,6990,33869,114906,6233,105861,767619.0208819022,1,245415
ABC963,43,Entrepreneur,713623,16410,14311,15997,5769,15147,137485,24064,48152,752515.349088119,1,229183
ABC826,57,Self-Employed,301798,30266,9635,18018,8700,57295,65813,6117,210566,334314.1421751264,1,195844
ABC609,26,Retired,533944,26058,22121,9956,6694,15207,121848,4868,321166,612622.1363658311,1,206752
ABC669,56,Student,659932,48659,18427,14361,5969,45001,115973,39973,321561,603632.9793718428,1,288363
ABC248,49,Employee,639677,13414,14235,18850,2231,20657,99310,20151,35186,664011.4415084419,1,188848
ABC546,46,Retired,463100,33918,6454,11234,4480,51310,73943,45398,142230,546061.047094072,1,226737
ABC695,37,Student,366883,35018,17813,15117,7577,22689,105658,1396,143851,381468.25358239876,1,205268
ABC922,46,Self-Employed,336147,29769,14354,14105,7431,33510,65105,45015,101464,287010.10338797903,1,209289
ABC573,42,Student,472699,32064,27086,19724,8755,23830,64704,59900,55843,476020.85966251383,1,236063
ABC197,33,Employee,631938,22194,12802,11888,5495,70360,111439,56239,223044,621582.2693628861,1,290417
ABC269,35,Entrepreneur,394863,35554,13665,18850,5888,24994,15664,10377,144944,458021.86732802115,1,124992
ABC219,52,Entrepreneur,223051,46046,19907,5814,3336,50676,22588,56831,195043,252431.39239719784,1,205198
ABC366,52,Self-Employed,550115,49973,8833,6023,2618,27049,71477,24748,71175,572229.5959457053,1,190721
ABC725,48,Employee,761749,13356,18359,7217,6601,13108,71483,52277,333235,651759.8209576601,1,182401
ABC855,31,Entrepreneur,717111,36247,12686,8547,2670,60433,12704,9796,201031,839835.5042511272,1,143083
ABC238,31,Self-Employed,730664,14507,15406,15318,8449,30021,37402,21377,201564,800799.0946907947,1,142480
ABC566,39,Student,540982,15222,8229,8895,9229,27669,91121,745,38507,457956.6169349904,1,161110
ABC417,26,Retired,627852,17170,7405,17286,7455,67201,83642,16740,24804,554656.4246628463,1,216899
ABC581,24,Entrepreneur,138377,47467,13231,19125,7800,66246,128226,2272,169668,118837.20698463357,0,284367
ABC982,26,Employee,213780,36045,12055,10916,5789,51780,36779,26987,360303,231568.03732856447,0,180351
ABC544,38,Retired,737133,38832,26534,14759,3924,48254,114003,30412,219580,808000.347395747,1,276718
ABC686,44,Employee,473522,40399,19619,5529,9753,56057,37134,38311,312294,480077.64599287364,1,206802
ABC758,56,Student,190060,38049,14856,15100,2079,69494,76615,26437,101318,164374.08086182844,1,242630
ABC363,34,Retired,633100,21456,20274,8115,6931,14556,31011,36829,293785,751099.3235337752,1,139172
ABC385,54,Student,646154,11549,17264,7343,2157,56313,76436,10259,340300,705967.8167698699,1,181321
ABC200,21,Student,159412,22297,22905,11657,5122,16154,105445,52710,309345,184721.89009790935,0,236290
ABC887,56,Employee,537078,23920,24730,18913,2529,73514,92277,6763,330223,624460.7530939933,1,242646
ABC829,38,Self-Employed,596056,46643,9515,17449,6136,61633,73272,53063,71694,701619.4312025004,1,267711
ABC364,22,Employee,86713,35944,20974,5108,2284,63283,28459,22605,123549,92501.57324205307,0,178657
ABC515,35,Entrepreneur,690276,43005,19961,13227,4331,75336,148784,5341,374941,702570.3103038828,1,309985
ABC929,42,Employee,120897,17957,19033,7510,7788,53956,95798,18414,244522,123633.74876643956,0,220456
ABC454,24,Student,247326,47808,8604,13628,4732,50328,55166,11791,150917,296134.28757404315,1,192057
ABC697,58,Retired,282935,17054,9734,7256,6534,29573,16691,2128,20298,237338.61370839397,1,88970
ABC233,46,Retired,275982,28552,29160,8555,9240,47065,73514,15136,253092,240140.4704683507,0,211222
ABC890,31,Employee,266715,28925,29180,14250,5035,69316,12432,20843,37595,213862.02694002667,1,179981
ABC132,41,Retired,580862,22501,25799,7743,4603,13120,98931,24251,158726,684757.5529345328,1,196948
ABC554,39,Entrepreneur,441115,24039,7138,8433,4050,32138,32793,31357,97034,469401.4483507361,1,139948
ABC335,54,Retired,259118,20399,27553,10237,8239,63763,46017,6556,216818,301409.9570783051,1,182764
ABC245,53,Self-Employed,635822,32413,24143,16329,2328,56749,76757,53008,365297,542184.0546468121,1,261727
ABC843,34,Self-Employed,475137,31261,28112,8354,7131,36835,69737,52357,44350,398259.2625020248,1,233787
ABC109,58,Self-Employed,618401,31227,6064,11789,7039,56135,15790,25074,22027,556545.0582270668,1,153118
ABC884,37,Entrepreneur,792942,25147,7805,18433,8826,33409,129120,14257,313919,757348.9216354877,1,236997
ABC133,20,Retired,225839,42398,16784,11064,8054,14731,65799,41630,376044,238052.1546359603,0,200460
ABC529,27,Entrepreneur,238984,49310,18946,11197,8424,74080,143293,29536,222071,229890.93849118726,1,334786
